filename,city,width_px,height_px,format
Camarillo.png,Camarillo,1536,1024,PNG
Moorpark.png,Moorpark,1536,1024,PNG
Ventura.png,Ventura,1536,1024,PNG
Encino.png,Encino,1536,1024,PNG
Calabasas.png,Calabasas,1536,1024,PNG
Woodland-Hills.png,Woodland Hills,1536,1024,PNG
Westlake-Village.png,Westlake Village,1536,1024,PNG
Thousand-Oaks.png,Thousand Oaks,1536,1024,PNG
